3,7,8,10,21,23,25,28,31,33|2,9,14
3,4,5,9,10,11,15,30,31,32|3,10,16
3,6,9,11,14,15,20,23,27,33|4,6,13
9,17,19,20,22,23,24,28,29,31|4,9,15
4,7,8,10,17,22,23,25,29,31|3,9,14
3,4,5,7,8,20,21,22,28,29|5,6,7
3,4,5,6,14,15,16,25,26,27|4,6,11
2,5,7,10,15,18,21,23,26,28|2,4,9
2,9,10,13,16,19,30,31,32,33|7,8,10
7,12,19,23,26,27,30,31,32,33|3,10,13
5,9,11,13,14,16,20,22,25,32|6,9,10
2,3,5,7,8,18,22,25,29,33|7,10,11
11,18,19,21,22,25,26,30,32,33|2,10,12
4,9,12,15,17,19,21,25,28,30|6,7,15
3,5,9,11,12,13,16,28,29,32|4,9,11
3,4,7,9,14,18,19,22,25,26|4,7,15
4,5,8,10,12,19,20,21,23,29|2,4,10
2,4,9,10,14,15,22,29,30,31|1,2,3
4,8,9,13,19,21,22,23,29,33|3,5,6
3,8,9,12,15,18,21,23,30,33|5,12,16
