9,11,16,18,25,29|6
5,8,12,13,22,30|12
4,7,10,15,26,30|9
3,8,14,17,23,31|10
6,8,12,17,27,31|7
9,17,19,23,24,31|4
4,6,10,11,18,26|13
7,8,10,21,22,27|11
8,17,18,19,23,25|3
3,11,19,27,29,31|2
5,6,7,16,23,27|4
2,8,10,27,30,33|12
9,13,26,29,30,31|14
3,9,11,17,22,31|9
2,12,16,18,26,29|7
1,12,16,26,27,33|2
17,18,21,24,28,30|10
14,15,18,20,24,28|15
1,8,9,21,28,29|10
1,4,16,17,25,28|9
10,13,14,15,23,29|14
5,9,17,22,25,31|16
2,6,9,19,27,28|6
6,7,12,16,20,26|13
9,12,15,19,26,31|13
5,11,14,30,31,33|8
2,5,7,13,14,22|16
2,15,16,17,26,28|10
1,6,15,17,18,32|13
11,13,17,19,26,33|16
5,13,17,24,27,28|13
7,9,15,18,19,21|13
5,9,14,19,29,33|14
3,17,21,22,24,32|9
2,16,17,19,22,24|6
3,10,22,23,26,32|8
5,9,16,18,27,28|4
4,15,22,25,26,28|9
4,10,13,16,17,26|11
6,11,15,18,21,31|4
4,7,9,11,15,33|15
1,11,15,16,18,24|15
3,6,7,15,21,27|2
4,15,18,23,31,33|4
6,10,12,17,30,33|1
3,4,10,12,25,32|12
1,3,6,16,27,30|2
1,2,4,16,20,22|11
3,10,14,19,21,28|12
8,9,12,23,25,27|7
3,10,12,14,20,28|8
8,10,12,14,19,25|14
2,10,18,24,27,31|10
6,9,12,23,25,27|5
9,12,18,20,21,32|1
2,6,16,18,27,32|2
2,3,11,16,24,28|7
7,15,16,18,20,26|8
2,13,15,16,2,24|8
4,5,15,18,31,33|12
2,4,8,10,21,30|9
14,15,17,22,31,32|14
9,14,17,25,26,32|8
7,17,20,25,26,32|12
7,10,20,24,27,29|15
7,10,14,18,26,29|12
1,4,18,23,24,26|12
1,3,4,9,26,28|5
1,8,9,15,20,31|1
10,13,14,15,19,22|8
4,12,13,15,21,22|15
7,9,20,24,26,29|9
4,7,10,15,16,30|9
3,4,16,20,28,30|12
5,7,11,13,14,21|14
3,4,7,10,20,29|14
7,13,18,24,25,32|1
3,9,11,19,26,31|2
1,4,6,7,17,30|9
2,5,8,13,25,29|1
5,13,16,19,23,29|10
4,8,10,21,25,31|6
2,6,13,15,17,22|9
3,6,16,19,21,31|5
3,7,16,19,21,31|5
10,12,18,21,31,33|15
9,12,18,23,28,30|2
1,4,7,21,24,28|13
2,6,10,17,20,29|3
3,5,16,18,25,27|3
4,7,10,12,16,28|4
4,10,12,19,23,29|7
2,7,11,21,26,32|4
6,13,15,19,24,31|12
2,4,9,16,20,25|3
3,6,13,16,26,31|5
1,3,6,8,29,32|4
8,12,16,19,26,33|14
2,11,16,18,27,32|12
2,4,13,23,26,32|2
3,8,14,23,27,29|15
6,10,15,16,26,28|14
3,10,11,22,24,26|12
8,13,14,23,27,31|8
2,13,18,22,26,29|4
3,9,11,24,26,32|13
8,11,12,21,30,33|13
1,12,15,16,22,30|16
1,3,9,10,16,21|15
6,8,11,12,14,15|10
1,7,12,13,21,31|3
9,12,21,23,26,28|14
1,2,4,10,14,26|8
9,14,19,23,26,28|10
3,10,15,19,21,32|10
4,7,9,14,17,31|6
5,10,13,17,26,29|9
3,12,18,22,29,33|13
3,14,18,21,28,32|12
6,10,12,19,23,31|8
13,17,20,21,29,32|6
3,5,20,28,30,31|4
8,14,18,22,23,32|10
6,12,19,24,25,33|6
4,7,11,19,29,32|8
5,14,18,22,23,30|10
4,15,19,20,25,33|10
5,8,12,15,17,20|13
5,10,13,16,20,32|15
2,8,11,13,22,27|4
3,7,9,14,22,29|16
2,12,14,23,25,30|3
6,9,15,20,22,29|15
8,12,25,27,29,33|12
8,13,19,21,25,27|9
6,14,15,19,22,31|8
6,7,13,17,19,23|11
2,5,9,10,18,30|5
8,20,22,25,27,29|2
2,10,14,23,29,31|10
7,11,18,19,25,32|13
2,12,14,16,17,20|6
3,6,12,13,25,27|7
5,8,18,20,23,33|4
6,12,14,27,30,32|8
2,8,13,24,26,30|3
3,4,12,16,20,22|13
4,6,8,17,29,30|14
5,11,12,14,19,26|7
4,14,17,20,25,30|10
4,5,16,18,21,32|7
4,5,9,17,28,31|8
3,6,16,18,21,30|10
2,7,9,16,18,24|1
4,15,17,22,25,30|4
2,12,17,20,22,27|3
7,10,12,18,24,27|9
3,8,10,11,21,29|15
12,13,16,19,24,28|9
4,10,23,24,29,32|3
6,16,17,19,23,24|6
11,12,22,24,29,32|6
4,16,17,18,21,23|3
1,11,16,18,24,33|9
11,21,23,28,29,31|6
6,19,21,24,30,33|8
2,3,18,20,22,31|10
3,5,18,21,25,27|1
6,14,18,22,25,30|3
5,12,15,21,26,32|3
16,25,26,27,28,31|5
3,5,10,20,22,28|15
1,6,12,25,27,31|12
4,8,13,19,26,33|13
7,9,19,24,27,30|9
4,9,13,18,25,30|13
3,7,12,22,24,30|4
4,11,13,15,27,30|2
3,4,10,17,23,26|16
5,10,14,16,17,32|13
4,16,17,18,26,30|10
3,14,17,18,26,30|8
2,14,17,18,23,26|4
3,5,9,22,24,28|13
9,13,20,24,29,30|9
3,15,18,19,22,33|14
6,13,14,20,28,30|10
12,15,21,27,31,33|16
10,14,19,20,23,27|7
6,7,18,21,25,33|2
3,7,17,22,24,30|5
6,10,17,27,29,33|8
5,17,23,24,27,30|13
3,10,13,22,29,30|6
3,22,24,27,29,30|2
3,6,7,13,22,27|15
2,7,13,17,24,30|5
5,7,9,11,21,32|3
9,12,17,19,27,32|14
4,9,11,18,27,29|15
2,5,12,13,18,27|10
2,5,7,18,25,29|6
5,7,13,17,19,32|5
1,7,19,23,25,28|14
4,15,21,23,32,33|11
6,11,15,25,32,33|9
4,11,21,23,26,33|12
4,11,18,21,25,26|3
11,13,18,20,25,32|6
1,2,5,8,18,27|10
1,2,8,18,27,31|8
2,8,14,17,18,31|15
1,5,8,13,17,31|12
2,8,17,18,27,31|11
5,16,17,18,23,31|8
4,7,10,11,23,28|13
6,10,12,19,28,32|14
4,6,8,13,15,21|3
8,13,17,24,27,31|13
8,9,11,12,13,33|6
6,8,12,14,32,33|13
9,11,17,18,21,33|8
6,8,9,11,18,32|4
4,6,8,13,18,32|1
6,8,9,17,21,33|7
7,9,15,17,19,28|13
7,9,12,15,19,28|6
7,12,15,19,28,33|9
7,12,15,17,19,33|14
1,11,17,22,24,25|12
2,11,17,22,24,25|3
1,2,11,17,22,25|5
1,2,8,22,23,24|3
9,12,24,28,32,33|15
4,11,15,18,25,28|2
8,9,14,18,29,33|5
5,9,10,20,23,28|12
5,9,12,20,23,32|1
1,3,12,24,26,29|10
5,10,12,20,23,28|13
5,9,20,23,24,28|6
5,6,13,16,28,29|16
11,16,18,19,23,29|8
5,9,14,20,26,30|13
6,10,21,23,30,33|2
5,6,9,12,23,33|14
6,9,10,12,20,21|10
6,10,12,20,21,33|7
9,10,12,20,21,33|4
4,10,20,21,23,26|13
2,4,13,15,16,25|11
1,3,8,9,25,31|9
3,4,23,25,26,28|4
2,19,20,22,28,30|7
5,8,14,16,27,28|16
5,10,11,23,24,28|7
3,5,12,28,30,32|13
8,10,21,22,25,31|3
2,4,13,21,27,30|3
7,11,14,16,27,33|3
3,6,7,9,20,32|15
2,6,9,17,21,32|3
6,7,15,19,26,32|10
6,10,15,16,28,32|15
6,10,15,19,26,32|13
7,10,15,16,19,26|9
14,21,23,24,31,33|2
8,11,12,16,21,25|3
10,11,12,17,24,28|2
2,11,15,16,20,26|15
3,15,17,26,28,32|4
2,11,15,16,17,33|12
8,12,19,20,31,33|13
2,6,13,16,24,30|8
7,10,14,15,26,29|12
7,9,10,14,15,29|9
3,7,9,11,22,26|8
3,9,10,22,24,29|10
3,10,14,15,22,24|15
10,19,23,25,26,30|14
7,13,18,24,30,33|10
1,7,9,18,24,33|6
10,17,19,21,23,26|9
1,7,9,24,25,33|4
2,4,17,21,26,27|3
3,7,22,23,28,30|12
5,6,8,18,19,31|4
5,6,12,26,30,31|9
4,6,10,14,24,26|11
9,13,22,23,30,33|4
4,10,17,22,29,30|8
16,23,24,26,28,31|13
1,5,7,16,21,32|9
2,5,15,20,28,33|4
3,7,12,14,26,31|12
3,4,8,20,23,25|3
5,8,10,13,15,16|4
13,19,21,23,25,29|9
2,19,25,27,29,30|9
7,13,16,21,23,30|12
3,7,8,18,21,26|4
3,7,8,9,18,26|9
3,8,9,18,26,30|16
8,19,22,25,26,33|13
2,11,12,20,26,32|15
2,11,18,20,25,32|9
11,12,18,20,22,32|5
2,11,12,18,20,25|7
6,11,19,22,24,30|4
10,16,17,22,27,32|12
1,6,10,14,19,26|5
8,11,13,14,17,32|13
1,6,10,23,30,32|7
2,10,14,22,23,32|10
1,4,9,10,25,26|12
2,14,16,24,25,32|3
1,6,12,13,20,27|2
9,11,14,20,30,31|16
1,9,20,22,31,32|7
4,5,6,18,19,27|15
1,2,5,8,23,32|8
4,7,8,18,28,33|12
6,9,12,17,26,32|3
6,11,13,16,20,30|14
1,2,17,20,23,31|5
8,10,20,23,27,33|9
5,6,13,17,23,30|7
7,8,15,26,28,32|4
8,13,17,19,23,26|11
1,7,10,18,28,31|4
9,10,13,21,27,28||7
2,5,8,11,18,28|9
8,9,11,18,21,28|14
9,17,20,23,27,28|16
5,6,9,24,27,32|8
2,6,10,16,18,20|11
7,14,20,24,27,30|14
6,13,19,25,26,31|16
6,17,27,28,31,33|9
5,6,11,16,24,27|14
8,11,14,16,21,22|12
5,11,12,15,26,33|2
3,8,19,22,26,32|2
2,7,9,13,24,27|4
2,4,13,21,26,31|11
4,9,11,16,20,29|13
6,12,15,17,22,31|9
2,4,8,15,23,32|13
3,7,9,14,19,33|4
6,8,13,16,19,30|12
2,16,17,19,27,30|7
6,8,9,13,20,24|13
3,10,11,17,20,32|9
1,6,7,19,27,29|11
3,5,7,9,13,21|5
5,9,12,15,18,33|14
3,4,6,11,25,29|6
1,18,27,29,31,32|8
9,10,16,22,29,32|5
1,3,4,6,21,22|9
3,7,8,10,18,26|3
1,6,7,9,10,16|8
1,4,6,16,22,31|6
2,7,9,13,24,27|2
2,5,17,25,27,29|7
1,4,11,16,17,26|14
4,11,20,31,32,33|3
2,9,21,23,24,29|15
17,21,23,26,30,33|4
6,12,15,17,22,31|9
22,25,26,28,31,32|15
1,3,5,8,17,25|13
2,5,7,20,27,31|3
2,3,9,10,13,28|9
3,7,9,14,19,33|4
3,18,20,25,29,31|8
7,11,15,19,27,29|11
3,8,19,22,26,32|2
4,11,17,19,26,30|14
4,10,13,17,21,33|1
2,11,13,14,17,25|7
3,5,10,12,15,31|14
3,5,8,28,31,33|1
12,14,16,25,31,32|14
3,5,15,25,27,29|11
6,7,9,10,19,21|2
5,6,10,17,26,32|1
2,9,11,17,25,33|11
3,5,6,14,23,32|8
1,3,6,16,18,25|12
3,5,7,11,20,32|16
4,5,7,11,17,18|2
2,9,13,15,17,18|3
4,7,11,17,24,30|5
8,10,16,21,28,31|6
1,3,5,13,26,32|7
6,8,11,16,23,29|14
1,6,11,12,14,28|14
3,18,24,28,29,33|3
1,19,26,27,28,31|11
4,16,20,21,25,30|5
7,9,11,17,23,31|2
3,12,17,18,22,26|3
6,15,17,21,25,32|8
7,14,19,21,22,26|5
1,5,7,8,16,19|6
5,10,12,19,21,22|7
6,11,19,22,26,33|12
5,9,16,20,22,29|14
