4,5,8,10,13,15,22,27,29,30|4,5,9
6,7,9,10,13,14,18,21,26,30|4,13,16
4,17,18,19,20,21,22,24,28,33|10,14,16
3,5,7,8,9,11,13,19,29,33|6,7,8
2,5,6,14,15,17,19,20,22,32|2,6,8
5,9,13,16,21,23,27,29,32,33|4,6,8
3,9,11,17,18,19,20,21,23,32|9,12,13
2,6,10,11,13,20,22,29,31,32|1,2,10
2,5,6,7,14,15,16,17,18,23|13,14,16
4,11,13,15,17,18,19,21,24,29|4,10,12
6,9,10,11,12,18,19,26,28,32|6,9,10
3,7,10,16,17,21,22,25,29,32|2,9,12
4,6,9,12,14,15,17,22,27,30|1,6,12
3,5,7,10,11,14,18,20,25,30|2,10,15
5,8,12,15,23,24,25,26,30,31|3,4,14
2,3,7,9,15,23,24,25,26,32|8,9,14
2,5,6,10,11,12,16,18,28,33|1,14,15
5,10,11,14,15,18,19,21,23,32|3,14,16
2,3,6,9,13,19,22,23,26,30|3,4,13
3,8,12,16,20,21,22,23,25,32|1,2,3
