01,10,17,19,26,30|13
01,08,19,23,29,30|02
01,06,17,19,24,30|01
06,15,17,19,26,31|07
04,05,17,19,24,26|11
05,06,07,19,21,26|03
05,09,12,19,31,32|09
04,13,18,19,20,29|04
02,03,08,19,25,32|16
07,16,17,19,24,32|14
06,08,19,24,32,33|06
04,06,13,19,23,32|10
04,13,18,19,32,33|12
03,06,07,19,25,32|15
01,04,15,17,23,30|08
08,15,22,23,26,31|05
02,05,18,26,27,31|13
04,05,08,15,26,31|02
02,04,15,17,26,31|01
04,09,21,26,31,32|07
05,07,17,18,26,30|11
04,06,15,17,23,26|03
03,04,09,17,26,32|09
05,09,10,21,26,32|04
03,09,17,28,31,32|16
04,11,15,26,32,33|14
04,06,07,15,26,27|06
04,05,16,26,27,30|10
04,05,10,25,26,33|12
04,06,11,23,26,33|15
05,06,20,21,27,31|08
08,12,18,21,23,31|05
03,08,09,11,31,32|13
04,06,13,15,31,32|02
08,09,20,22,27,31|01
05,08,14,22,31,33|07
08,09,22,23,25,31|11
04,09,21,22,23,31|03
08,09,18,20,29,31|09
05,09,14,20,31,33|04
03,06,18,25,31,32|16
06,08,20,23,25,28|14
03,04,07,24,31,32|06
05,06,14,24,31,33|10
04,09,11,23,28,33|12
02,05,15,21,28,30|15
02,03,07,15,28,30|08
05,06,17,21,28,30|05
04,05,20,23,24,28|13
06,07,20,21,25,28|02
06,07,12,17,21,28|01
04,05,09,22,27,33|07
05,06,13,17,20,25|11
03,04,15,16,20,27|03
04,05,13,20,25,27|09
05,14,21,22,23,25|04
05,15,16,20,24,27|16
04,05,16,18,20,27|14
05,07,16,17,27,30|06
05,14,17,24,25,33|10
03,07,08,23,24,32|12
03,08,18,25,27,32|15
03,07,09,14,23,32|08
06,07,14,15,23,33|05
02,05,16,24,29,30|13
06,07,12,25,32,33|02
05,07,14,21,29,30|01
05,06,07,14,30,33|07
05,14,16,25,27,32|11
04,06,13,15,27,32|03
03,04,05,25,27,32|09
04,06,07,11,29,30|04
04,09,11,16,29,32|16
05,06,21,24,25,32|14
06,11,16,21,29,30|06
