01,05,18,25,30,31|10
02,03,16,18,25,27|05
06,11,13,25,28,33|06
03,13,20,22,25,27|16
03,13,18,20,25,31|15
05,12,13,14,18,25|01
05,06,13,22,25,33|04
05,06,13,22,23,25|11
04,07,14,15,21,25|08
03,08,19,25,27,32|09
04,07,17,25,32,33|12
03,04,18,25,27,32|02
01,08,10,23,29,30|13
01,06,14,19,26,28|07
01,06,13,27,28,29|03
01,08,13,19,29,30|14
01,07,11,18,20,29|10
01,06,16,20,29,30|05
02,08,10,15,26,31|06
01,04,19,27,29,30|16
02,08,13,22,24,29|15
02,06,13,21,22,28|01
02,07,17,24,26,28|04
02,09,11,16,26,27|11
02,04,11,15,26,27|08
02,04,13,22,27,29|09
02,09,13,24,27,29|12
02,03,18,20,27,28|02
06,10,13,17,28,29|13
02,09,15,16,20,27|07
03,10,19,21,22,29|03
03,08,10,17,18,27|14
03,05,10,22,26,27|10
05,09,10,17,21,30|05
04,13,15,26,28,32|06
03,05,10,17,32,33|16
03,08,10,27,29,32|15
05,07,10,22,24,33|01
04,07,10,24,32,33|04
07,10,14,22,29,30|11
08,13,15,23,30,31|08
08,12,13,19,24,29|09
05,13,16,17,27,30|12
04,12,13,15,20,27|02
05,06,13,18,22,29|13
05,12,13,18,19,28|07
07,12,13,23,24,28|03
06,08,13,15,28,33|14
03,06,08,13,28,32|10
05,06,17,18,26,31|05
04,05,07,11,26,33|06
03,05,06,21,26,31|16
05,14,18,21,26,28|15
07,12,13,18,29,32|01
05,06,12,19,21,28|04
04,06,07,14,21,28|11
03,06,20,21,22,28|08
05,12,18,19,26,30|09
04,07,22,26,27,29|12
06,07,12,18,26,31|02
03,05,18,20,26,31|13
04,09,11,23,28,33|07
04,07,21,22,23,29|03
06,16,19,21,24,32|14
04,05,06,17,21,30|10
03,08,18,19,21,31|05
03,04,09,23,27,28|06
03,06,14,28,29,30|16
03,08,17,28,30,32|15
07,08,14,15,23,28|01
04,11,20,27,29,30|04
04,07,15,16,23,27|11
04,07,15,23,24,33|08
03,04,08,22,27,29|09
05,06,17,19,30,33|12
07,08,15,16,22,27|02
