10,12,15,16,19,21,22,24,25,27|8,9,15
2,3,4,7,8,9,15,18,20,23|3,5,7
4,5,6,7,8,13,17,21,27,32|3,15,16
3,4,7,10,16,22,23,29,30,33|5,6,15
7,8,10,13,18,19,22,25,31,33|1,8,12
1,2,7,10,12,14,16,19,28,33|3,9,12
1,3,8,12,14,15,20,21,28,32|3,4,9
2,13,14,21,22,27,30,31,32,33|6,8,13
2,4,10,12,25,27,29,30,31,32|13,14,16
2,7,14,15,19,21,22,23,24,32|7,9,13
3,4,6,10,11,17,22,28,29,30|3,15,16
1,3,7,8,10,14,21,23,32,33|1,8,13
3,10,13,15,21,25,28,29,31,32|14,15,16
5,7,8,11,15,17,18,23,29,32|3,8,9
5,9,10,15,16,17,19,23,27,28|3,5,6
4,9,10,11,14,17,20,26,27,29|9,11,14
7,11,13,17,22,24,26,30,31,32|3,4,9
3,9,14,16,17,22,26,27,30,32|3,5,16
3,4,6,9,10,11,19,24,26,29|3,13,15
1,3,7,9,11,13,20,22,24,26|5,6,7
1,4,12,18,20,21,22,23,26,29|6,8,12
