2,6,9,10,13,14,18,20,24,29|4,8,9
7,10,16,19,22,23,25,29,31,33|3,9,15
2,4,5,6,8,13,17,27,31,32|1,5,6
2,3,4,6,8,11,17,22,29,32|6,7,15
2,3,4,8,11,17,22,29,32|6,7,15
2,3,4,6,8,11,17,22,29,32|6,7,15
4,5,8,10,11,12,24,26,30,33|3,5,9
6,10,16,18,20,21,22,24,27,30|4,7,13
3,4,5,11,16,18,21,22,27,29|3,6,7
6,7,9,21,22,27,30,31,32,33|6,9,16
2,3,4,11,17,22,28,29,32|6,7,15
1,11,12,14,18,19,25,26,29,33|1,7,11
1,2,3,6,7,8,10,11,12,21|3,7,9
1,5,7,11,13,14,16,24,28,30|4,9,15
4,6,7,8,9,10,11,14,25,29|3,6,15
4,6,8,12,19,22,26,27,29,33|1,3,10
3,4,9,11,19,20,21,27,31,32|6,10,14
1,3,15,16,17,21,24,25,28,30|6,12,15
4,5,7,9,12,13,22,24,27,29|4,11,15
2,3,4,8,11,17,22,28,29,32|6,7,15

