3,5,6,7,12,18,21,22,26,32|1,13,14
2,4,9,10,13,15,22,23,26,29|1,3,5
7,10,12,20,21,23,24,28,32,33|3,14,16
1,2,5,7,11,13,15,20,27,28|2,7,11
2,3,5,11,13,19,21,29,30,33|13,14,15
3,4,6,10,15,19,20,22,27,28|3,4,11
2,5,13,17,18,19,22,23,27,32|2,9,12
2,5,7,8,13,14,24,25,28|4,7,13
1,6,11,12,19,20,26,27,28,33|1,8,13
4,5,7,13,14,17,20,21,23,30|4,7,8
1,5,12,13,14,16,18,22,25,30|1,2,12
3,7,10,20,24,26,30,31,32,33|1,4,11
2,7,8,14,17,18,22,23,28,29|6,8,11
2,4,6,7,13,14,18,20,22,28|3,6,12
2,6,11,12,15,23,24,25,29,30|2,8,14
4,7,8,14,17,24,26,28|4,6,10
1,2,4,9,11,12,22,26,30,31|3,14,15
3,9,10,17,19,22,23,27,32,33|3,11,13
6,11,13,14,16,18,19,21,24,28|1,3,7
8,13,15,18,19,23,24,26,27,28|3,4,11
3,9,10,12,14,20,24,26,27,29|3,9,12
