3,4,7,14,16,19,23,24,25,31|2,10,11
3,11,17,18,25,26,29,30,31,33|3,5,16
1,2,5,9,13,14,18,21,22,25|6,7,8
2,10,12,17,20,22,23,27,28,30|2,6,9
2,6,8,13,18,21,23,27,28,33|9,12,14
2,5,10,11,17,18,20,27,29,30|1,11,14
7,8,10,15,16,17,21,22,23,33|7,9,14
4,6,7,11,14,15,19,29,30,32|5,9,15
3,10,13,14,15,18,21,23,25,31|9,10,13
3,4,9,10,13,14,19,20,22,23|2,3,4
1,3,8,9,11,14,18,24,29,32|4,9,14
1,5,6,8,11,12,19,21,29,32|7,9,12
5,6,11,17,18,19,22,25,27,31|4,6,13
2,7,8,11,14,16,20,22,24,31|10,11,14
1,2,3,7,12,18,19,21,25,32|3,7,10
2,4,5,8,9,13,14,16,17,18|1,2,4
1,5,8,9,11,21,24,26,30,31|5,10,13
1,6,8,11,14,17,18,22,27,30|10,12,14
2,8,9,11,15,17,21,22,23,29|4,5,13
3,4,6,8,10,18,20,22,29,30|5,6,11
