2,5,8,10,15,18,20,26,27,30|6,7,13
3,7,9,10,12,13,18,26,27,30|9,11,14
4,5,7,8,12,14,20,25,28,29|7,14,16
4,6,10,14,17,18,20,24,26,30|3,9,11
4,7,8,10,15,16,18,22,23,25|5,7,12
3,15,18,20,23,24,25,26,31,33|10,13,16
2,9,12,19,22,23,24,26,27,30|2,14,16
2,4,5,6,8,12,17,22,26,28|2,4,15
2,3,7,8,17,21,22,27,28,29|13,14,16
5,12,13,15,16,18,21,25,27,31|1,3,14
6,12,13,16,17,28,29,30,31,32|4,9,14
5,6,9,10,17,18,26,28,30,31|1,4,12
1,4,7,11,13,14,17,21,24,27|5,7,9
3,5,13,14,15,17,23,26,28,31|11,12,16
5,6,12,17,18,20,24,27,28,29|3,4,14
1,2,3,4,7,12,14,16,21,28|4,6,8
3,7,8,9,13,16,25,29,32,33|3,5,9
2,6,9,14,19,20,23,24,27,30|5,7,16
2,3,6,11,13,16,19,20,24,28|3,4,9
3,7,9,16,22,23,25,27,28,32|1,7,10
