3,5,15,17,18,19,22,24,26,31|1,7,10
1,2,4,8,9,12,15,16,19,21|3,8,12
5,6,11,12,16,20,26,28,31,33|6,11,14
2,4,5,12,15,21,22,26,27,29|4,6,11
3,10,11,14,18,20,22,23,26,33|1,10,12
3,7,10,15,17,24,25,28,29,32|4,14,16
2,6,8,9,10,11,19,31,32,33|3,12,16
2,3,6,8,13,20,25,26,29,32|3,13,15
5,6,9,10,14,15,20,23,26,27|7,8,15
5,9,14,17,19,21,22,26,27,28|2,3,16
1,3,7,8,12,20,24,29,30,31|3,7,16
2,4,8,13,16,20,21,22,29,33|9,10,11
1,4,8,12,13,17,22,23,24,31|2,10,13
4,7,9,13,15,18,21,22,27,32|7,11,15
3,6,7,10,15,19,24,27,29,33|4,7,16
8,9,11,13,17,18,21,24,31,32|3,9,14
4,7,9,11,22,24,27,28,29,32|2,8,10
4,10,11,12,13,14,15,23,24,33|7,9,14
1,4,7,8,13,19,20,23,28,32|9,14,15
2,3,5,9,10,13,17,18,24,29|3,15,16
