3,14,19,20,22,23,25,26,30,31|3,5,9
13,15,17,18,21,22,27,28,29,31|3,5,9
3,6,7,11,14,15,20,23,29,31|1,5,7
3,5,9,10,13,18,21,22,23,27|3,12,14
5,6,7,12,13,14,19,22,26,29|5,8,15
3,8,12,14,16,19,21,24,30,31|3,8,16
4,7,9,12,19,21,25,28,31,33|3,7,8
2,7,9,11,12,13,19,20,21,29|1,2,3
1,4,5,10,12,17,21,24,28,30|1,4,5
3,4,12,13,14,19,22,25,28|3,7,16
7,8,11,12,16,20,26,29,31,33|3,9,11
9,16,18,19,25,28,29,30,31,33|3,4,10
3,4,8,10,13,18,20,21,23,32|4,11,15
1,8,12,15,18,19,23,28,31,32|2,3,5
1,10,13,15,18,21,22,25,29,32|6,15,16
4,10,13,15,17,18,24,25,29,30|7,8,9
2,7,11,14,16,23,26,29,31,32|1,2,13
3,11,13,14,17,18,24,25,28,29|9,13,14
4,12,14,15,20,24,26,27,28,32|1,5,13
2,6,9,10,12,13,16,24,28,33|1,6,12
