01,03,12,28,29,30|13
05,12,13,18,25,27|03
03,09,12,13,23,28|14
06,11,12,13,23,28|01
05,07,09,12,23,28|08
06,07,08,12,23,33|07
03,12,13,23,25,28|15
08,09,12,23,27,31|12
06,10,12,13,29,32|04
05,10,12,26,27,33|05
01,05,09,20,27,28|09
03,08,18,20,23,31|10
08,09,18,20,29,31|11
06,07,20,22,25,33|02
04,05,06,17,20,30|16
09,10,11,16,20,29|06
01,05,15,26,27,30|13
01,05,18,25,30,31|03
01,08,19,21,24,29|14
01,06,14,23,25,28|01
01,04,05,23,24,29|08
01,05,16,17,23,30|07
01,06,11,13,28,29|15
01,08,09,19,22,30|12
01,05,06,14,25,30|04
04,13,15,18,32,33|05
08,11,16,18,27,30|09
03,08,17,18,30,31|10
05,13,14,18,29,33|11
03,06,08,18,29,31|02
05,07,14,15,21,30|16
05,10,11,18,26,33|06
07,15,16,19,24,32|13
04,11,15,26,32,33|03
04,08,15,22,27,29|14
03,08,14,15,22,26|01
03,08,15,26,31,32|08
05,15,22,25,26,27|07
02,07,13,15,28,30|15
06,13,22,23,28,29|12
04,06,11,13,23,26|04
04,08,22,23,24,29|05
05,09,21,22,23,30|09
04,08,09,15,31,32|10
03,06,07,14,21,29|11
05,08,10,21,26,30|02
06,13,17,21,28,30|16
02,10,22,27,29,30|06
05,09,14,21,22,31|13
06,10,19,21,32,33|03
03,06,17,21,31,32|14
03,05,16,21,24,32|01
06,13,14,28,29,31|08
05,06,13,22,28,29|07
05,06,07,16,29,32|15
02,11,22,24,27,29|12
03,05,16,22,27,30|04
05,06,13,16,27,30|05
03,07,14,16,25,32|09
03,04,06,25,27,32|10
03,04,11,14,25,27|11
06,13,17,19,32,33|02
03,08,09,19,32,33|16
03,10,17,25,26,27|06
02,07,19,24,25,32|13
04,09,11,19,24,33|03
02,09,11,16,27,32|14
06,09,11,16,32,33|01
