3,5,7,10,15,17,19,20,23,26,27,29,30|2,6,9,10,12,13,14,16
1,2,3,4,7,8,10,11,14,17,20,22,25,28,29,32,33|9
4,8,9,10,12,21,22,26,27,28,30,31,32|11,16
2,3,6,8,10,15,16,18,20,25,32,33|3,6
4,5,9,12,15,18,22,25,27,31,32|2,13,16
3,4,10,16,25,27,30|4
7,18,20,22,28,30,32|4
4,5,6,16,21,28,31|4
2,4,7,8,9,10,15,16,18|2,12
2,3,8,14,15,16,18,22,25|2,12
2,4,5,6,11,14,16,18,20,24|3,9
4,6,7,9,11,12,15,16,18,19,20,24,26,31,32|5
4,5,10,11,14,18,21,22,26,27,30|5,8
4,5,7,8,12,13,21,22,23,24,25,26,28|2
2,3,9,12,13,15,19,21,22,24,29,31,32,33|8
3,8,12,13,16,19,21,22,24,28,31,32,33|3
6,7,11,15,18,21,25,29|13
8,9,12,18,21,28,29|12
6,7,8,9,18,19,25|10
2,13,15,16,18,20,22,24,25,27,31|5
2,11,13,15,20,22,25,28,31,33|7
6,8,11,18,22,25,29|13
6,9,11,15,16,25,26,32|13
4,7,8,14,15,20,27,30|13
1,2,5,9,15,31,32,33|13
7,12,17,22,23,29,31|1,4
6,10,11,12,18,20,29|3,7,9
5,6,9,15,21,22,29|3,7,9
2,3,5,10,11,25,28|6
11,12,15,16,18,21,22,24,25|15
3,6,10,13,16,19,23,27,29,32|16
1,2,8,11,12,17,22|2,8
3,12,14,16,17,20,22,25,29,31|8,14
2,8,10,15,21,22,25,26,29|7,14
2,6,12,13,22,23,33|3,5
5,8,12,16,18,24,25,28|14
2,8,11,15,18,24,27|6
2,8,12,15,19,21,26,32|9
1,4,7,18,24,25,26|10
2,5,9,10,19,20,25,29,31,33|10
6,8,9,13,19,20,26,30,32,33|11
2,3,8,14,17,25,26,28,33|2,11
7,10,12,15,16,20,26,28|1
2,5,8,15,16,18,19,20,25,26,33|1,2
