04,09,11,18,32,33|05
03,04,17,22,25,33|06
04,05,06,17,24,33|16
06,10,11,17,26,33|15
06,07,08,22,25,33|11
05,06,21,26,31,33|02
05,08,16,22,31,33|14
05,13,14,22,28,33|01
05,06,14,24,31,33|07
05,06,08,13,30,33|08
06,08,20,23,28,33|10
06,07,11,23,24,33|09
04,09,19,26,31,33|13
04,06,13,17,18,27|04
04,05,10,17,18,26|03
02,05,18,25,26,31|12
02,05,18,25,27,32|05
04,12,13,18,26,31|06
04,09,11,18,21,26|16
02,04,13,18,29,30|15
02,03,16,18,27,29|11
04,11,13,18,19,26|02
04,09,17,21,22,31|14
04,06,11,17,26,31|01
05,07,14,17,24,28|07
01,06,17,19,20,28|08
02,03,07,25,28,30|10
02,03,08,24,25,32|09
02,03,22,24,25,27|13
09,11,21,22,29,30|04
02,09,21,22,23,28|03
03,08,11,25,27,32|12
03,04,11,14,25,28|05
08,09,20,23,25,28|06
03,04,09,21,31,32|16
04,05,09,14,21,28|15
05,06,13,21,28,30|11
06,07,15,21,26,29|02
05,07,14,21,24,29|14
01,09,12,14,29,31|01
01,06,11,12,24,29|07
05,12,13,14,24,27|08
05,12,13,22,23,28|10
07,16,20,22,27,29|09
08,13,22,23,24,29|13
04,05,22,23,27,29|04
02,03,16,27,28,30|03
02,03,16,27,29,30|12
01,08,09,14,22,31|05
04,13,14,15,22,27|06
04,07,15,20,22,26|16
03,08,22,23,28,30|15
03,08,15,22,23,27|11
01,08,19,28,29,30|02
06,11,13,16,29,32|14
01,08,09,20,29,30|01
01,04,19,23,24,29|07
03,05,16,27,29,32|08
01,05,13,14,29,30|10
04,07,14,15,27,28|09
01,08,19,20,24,30|13
04,06,08,15,23,26|04
01,06,07,16,29,30|03
04,05,09,28,31,32|12
03,04,15,23,27,28|05
03,04,15,26,31,32|06
03,04,06,19,20,28|16
03,04,09,11,24,32|15
03,06,14,28,31,32|11
03,04,14,19,26,27|02
03,11,19,24,26,32|14
