1,2,8,9,10,17,19,29,31,33|4,8,15
3,6,9,13,16,19,23,26,29,33|3,6,9
4,10,12,17,19,22,25,26,27,30|1,2,3
1,4,6,9,12,15,20,22,23,32|5,6,8
4,8,12,13,17,20,26,29,30,33|3,10,13
8,12,15,18,20,21,22,30,31,32|9,12,13
4,7,10,19,20,22,25,27,29,30|1,2,3
4,6,12,14,15,18,24,26,30,33|10,12,15
3,6,9,11,15,18,20,24,28,29|3,14,16
2,4,9,13,17,19,21,26,29,30|7,8,15
5,10,12,20,22,23,24,29,30,32|1,10,14
4,9,13,14,15,19,23,24,28,31|3,7,10
1,2,11,14,15,17,18,22,24,26|5,11,12
2,5,10,12,22,24,25,26,27,31|5,6,9
2,7,10,11,13,14,21,23,28,29|7,10,14
3,6,13,14,16,17,23,24,26,27|3,6,14
3,4,6,7,13,14,16,17,23,24|3,7,14
1,6,11,12,25,27,28,29,30,32|4,10,14
5,7,8,14,19,20,21,27,28,32|7,8,12
6,13,14,18,19,23,24,29,30|5,9,13
