6,8,10,11,12,13,15,17,30,31|4,5,16
4,5,8,9,17,18,24,28,29,32|4,13,16
4,7,9,13,22,27,29,30,32,33|8,15,16
2,4,7,9,11,13,19,21,28,29|1,5,10
3,8,10,18,20,21,22,27,28,29|2,3,11
3,5,8,13,17,21,25,26,28,30|5,6,11
7,10,12,14,15,17,20,27,28,30|3,12,16
2,6,11,13,18,19,26,27,28,32|5,8,15
1,3,6,11,16,18,24,30,31,32|1,7,13
2,4,5,8,13,14,15,21,24,26|3,5,7
2,6,12,19,20,22,28,29,30,32|3,9,13
2,4,11,18,19,20,21,22,29,33|1,3,6
4,6,7,9,11,12,18,23,25,29|3,5,9
5,6,10,17,22,24,25,27,31,32|3,10,16
1,2,3,5,6,16,19,25,30,33|1,3,15
9,11,12,17,18,19,26,27,31,32|3,9,15
8,10,15,16,18,19,21,29,30,32|1,5,13
1,5,10,13,16,18,19,20,25,31|10,13,16
1,3,4,8,12,14,16,17,26,29|6,12,16
3,7,9,10,12,17,19,21,30,32|13,14,15
