3,5,7,10,13,23,24,25,30,33|7,8,14
1,2,5,10,11,15,18,24,25,30|5,8,16
6,7,8,14,16,17,19,21,27,30|4,8,9
6,7,10,11,14,15,22,23,27,28|2,8,12
5,7,8,10,15,18,24,26,27,29|11,12,15
1,8,12,14,15,19,21,22,25,28|1,9,11
2,3,13,22,24,25,28,30,32,33|8,12,13
4,5,9,12,13,15,17,21,24,30|3,5,7
5,17,18,20,22,24,25,27,28,30|4,7,12
2,5,6,7,11,17,18,27,29,30|1,4,15
5,8,10,15,16,20,23,24,25,27|2,5,15
3,7,9,10,18,21,22,24,25,27|9,11,13
2,4,5,9,19,21,29,30,31|2,3,7
2,5,11,15,18,21,22,27,29,32|3,4,15
7,11,16,20,25,26,27,28,29,30|4,10,16
4,8,12,13,16,17,18,25,28,31|1,6,15
3,6,7,8,20,25,26,27,32,33|3,5,10
5,9,12,15,18,20,24,29,30,31|3,9,14
1,5,7,10,12,13,14,16,27,29|4,12,16
4,6,8,13,17,19,22,23,27,28|1,2,8
