4,9,11,12,13,14,15,26,31,33|3,6,8
6,9,10,11,19,20,21,25,27,29|3,5,14
5,9,11,14,17,18,20,23,24,27|7,9,10
1,2,6,10,11,14,15,20,27,28|3,6,7
2,3,7,12,13,19,24,25,30,33|7,9,10
9,11,13,14,17,18,19,23,24,30|3,4,8
3,5,9,15,16,17,21,27,29,32|1,5,9
4,7,11,13,18,19,26,28,30,31|6,7,15
2,11,17,22,24,25,27,29,31,32|3,9,15
2,4,5,6,10,12,20,24,28,31|4,9,15
5,8,11,12,14,17,21,22,27,30|12,13,15
2,4,5,10,14,16,20,23,26,27|6,7,8
7,10,14,15,21,22,24,26,29,30|4,6,7
1,10,12,13,23,24,28,29,30,31|1,3,4
7,13,14,15,18,21,24,27,30,33|3,7,10
3,14,16,18,19,20,21,28,31,32|3,12,14
1,7,12,13,17,24,25,27,28,33|3,5,7
5,8,12,15,19,25,26,27,32,33|2,8,15
3,5,6,10,11,16,21,23,30,33|6,9,11
8,9,12,13,17,23,27,28,30,32|3,7,8
1,6,9,12,13,21,22,30,32,33|1,3,6
