1,7,9,10,14,18,21,25,27,32|9,13,14
1,2,6,7,14,15,20,25,26,30|1,10,12
3,8,12,16,18,21,22,24,26,28|5,6,11
3,4,6,7,11,20,25,28,32,33|2,4,5
8,11,15,16,20,22,23,26,27,28|4,9,15
5,9,12,13,16,18,19,24,26,29|3,10,16
2,3,10,19,20,21,28,30,31,32|11,12,13
3,5,8,9,14,16,19,22,26,32|9,11,15
6,8,10,13,19,20,21,22,23,30|3,4,9
5,10,11,14,18,20,21,23,26,27|2,3,11
6,10,12,14,15,18,20,24,27,30|3,6,12
2,7,8,13,14,18,24,25,29,31|6,14,15
4,9,10,13,15,22,23,26,27,31|6,7,8
4,5,6,7,11,12,15,17,28,32|2,9,11
3,5,10,12,13,17,20,21,31,32|3,5,13
3,4,6,10,11,15,18,20,21,29|1,2,6
3,9,12,13,15,17,20,23,30,32|2,7,8
2,4,5,14,15,19,21,27,31,32|5,10,16
1,2,4,12,13,20,23,24,25,27|3,12,13
6,7,9,10,11,12,16,29,30,33|3,6,15
