4,6,10,14,16,19,22,24,33|1,2,4
8,12,14,16,19,20,21,24,32|5,12,14
1,5,6,7,8,9,16,23,30,31|5,7,8
1,5,6,7,8,11,15,16,20,33|4,11,14
1,11,13,15,22,23,25,27,28,30|4,13,14
1,7,12,14,18,20,24,26,31|6,15,16
4,7,8,9,14,16,28,29,31,32|2,6,13
2,5,6,7,8,11,21,22,23,31|6,9,14
1,7,11,13,23,25,26,30,32,33|1,4,7
1,7,9,11,15,18,22,28,29,33|3,7,8
5,6,13,18,19,20,23,25,28,32|12,13,14
1,6,7,12,13,15,16,28,30,32|5,8,9
11,13,14,16,20,21,24,25,28,29|2,10,16
5,6,7,8,14,23,24,25,29,31|3,9,10
3,5,8,12,19,20,22,28,30,31|3,8,15
2,7,9,10,12,18,23,27,31,32|2,3,9
5,9,12,14,16,18,21,22,24,31|4,9,14
5,7,14,15,19,20,21,28,31|1,11,16
2,4,7,9,12,13,15,22,28,29|5,7,10
7,8,13,16,20,24,27,31,33|3,5,14
