08,13,18,19,21,30|13
08,13,18,20,22,31|08
05,06,13,16,21,31|12
05,06,12,13,19,28|16
06,13,14,19,28,33|05
06,08,13,17,28,32|15
05,13,16,22,24,29|11
02,06,13,28,29,30|02
02,06,09,13,27,28|03
06,13,20,25,28,29|06
04,06,13,14,25,33|01
04,13,15,26,31,32|09
04,13,15,23,32,33|04
02,12,13,28,29,32|14
05,08,17,18,30,31|10
05,07,16,18,27,30|07
03,04,08,18,31,33|13
03,08,18,26,31,32|08
03,05,14,18,26,31|12
02,09,18,20,22,31|16
04,09,14,18,31,33|05
06,14,19,21,30,32|15
04,05,06,18,31,33|11
04,09,19,20,21,27|02
02,11,21,28,29,30|03
04,08,09,21,22,31|06
05,07,21,22,24,33|01
05,15,21,24,25,32|09
05,06,09,21,25,32|04
05,06,14,21,25,33|14
07,12,20,21,25,28|10
05,09,20,21,25,28|07
07,10,15,21,26,28|13
01,06,10,19,29,30|08
01,05,19,20,24,28|12
06,07,08,15,23,30|16
04,08,15,17,22,31|05
03,08,10,15,22,26|15
06,08,15,26,28,31|11
07,08,20,23,24,31|02
03,08,15,22,24,31|03
03,08,16,17,22,31|06
01,07,16,20,29,30|01
05,06,16,23,30,33|09
05,07,16,25,30,32|04
05,06,08,17,31,33|14
04,05,06,17,20,30|10
02,03,07,15,28,30|07
07,15,16,20,23,28|13
07,14,15,16,23,29|08
02,03,09,16,27,28|12
06,07,11,23,24,33|16
05,10,11,26,27,33|05
07,09,12,27,31,32|15
03,04,05,11,27,32|11
01,09,12,23,27,28|02
05,09,20,23,27,28|03
02,03,14,17,22,27|06
01,10,17,20,27,29|01
03,12,14,17,27,28|09
04,05,09,14,27,33|04
02,09,11,16,31,32|14
03,10,17,28,31,32|10
04,05,09,23,32,33|07
04,05,15,26,31,32|13
03,04,09,22,26,31|08
05,06,11,25,28,33|12
03,04,11,15,26,33|16
04,07,15,26,29,31|05
05,06,07,12,25,31|15
04,07,14,15,23,28|11
04,09,14,23,31,32|02
04,09,20,23,31,33|03
06,07,17,20,25,28|06
