5,6,9,11,14,19,23,25,27,31|3,9,13
5,7,9,12,16,20,22,28,32|4,7,8
1,3,7,11,14,17,24,31,32,33|8,11,15
5,7,11,13,14,17,25,30,31,33|2,13,16
2,4,8,10,11,14,16,17,18,26|6,11,13
1,6,10,13,17,20,24,29,32,33|2,10,14
1,2,6,8,10,11,12,19,21,33|1,4,11
4,9,12,13,17,20,22,25,27,33|4,5,8
4,5,9,15,20,21,22,24,27,29|2,9,14
1,2,5,12,13,18,19,31,32,33|4,10,14
3,5,7,9,10,12,13,14,19,25|4,7,10
5,11,15,16,18,20,22,25,31,33|3,12,13
1,2,6,7,9,12,15,21,23,29|4,6,9
3,4,5,6,8,10,26,27,28,33|3,11,12
1,7,10,13,16,20,23,26,29,30|3,7,10
4,9,10,12,13,17,20,22,25,33|4,5,8
4,7,8,11,13,18,19,25,28,30|9,13,14
11,13,21,23,24,28,29,30,31,33|4,9,11
3,4,5,7,8,18,24,26,28,32|3,9,13
3,5,15,17,18,21,25,28,29,31|5,7,9
