7,9,10,15,16,19,22,23,27,32|1,3,13
4,7,10,11,12,13,17,23,24,27|5,14,16
1,3,4,12,16,18,21,26,28,31|4,5,15
2,3,7,13,17,26,29,30,31,32|3,9,15
2,5,6,9,12,15,18,25,27,32|9,13,14
4,7,10,11,14,17,20,26,29,30|4,9,15
14,15,20,23,25,27,29,30,31,33|9,11,16
1,8,9,11,12,19,21,22,27,29|2,5,14
3,5,16,17,22,26,28,30,31,32|3,4,8
2,6,8,11,12,14,16,28,32,33|1,3,16
1,4,10,11,12,17,18,22,23,24|10,15,16
2,5,13,17,18,20,25,26,29,30|4,6,11
10,12,15,17,18,20,22,23,24|10,15,16
2,3,8,9,12,18,22,27,30,33|2,6,11
5,6,9,12,13,17,22,26,27,29|1,11,13
3,4,5,6,13,15,20,23,27,30|3,12,14
1,3,4,5,7,15,16,20,24,27|1,13,15
8,12,16,18,20,21,23,24,25,28|9,14,15
2,7,8,9,10,11,12,18,22,32|4,5,12
1,4,5,6,12,19,22,25,27,3310,14,16
