4,5,7,12,21,22,26,28,31,33|3,4,6
3,4,8,13,15,22,23,24,25,29|5,6,12
1,8,10,13,14,15,21,28,31,33|3,12,13
4,7,8,9,10,18,23,26,30,32|2,5,9
3,4,5,7,11,12,14,20,26,33|4,12,13
6,11,12,13,17,18,20,21,22,30|3,5,9
1,6,10,11,18,19,24,25,27,29|4,9,11
1,3,6,7,10,12,16,22,25,28|2,7,9
2,3,4,16,18,19,20,21,23,33|9,12,16
5,7,8,10,12,21,25,26,28,30|5,15,16
3,4,8,12,13,21,22,26,30|4,5,6
5,7,11,12,13,18,21,22,25,33|8,9,10
1,5,6,9,13,18,21,28,30,32|2,8,9
3,6,12,14,19,20,24,26,30,33|7,9,14
2,4,6,12,13,14,19,28,29,31|3,5,7
2,7,10,12,13,16,18,21,23,25|2,4,6
6,7,8,21,22,23,24,28,29,30|14,15,16
3,5,6,11,12,21,22,23,28,31|5,7,11
4,9,10,11,16,18,19,24,25,32|6,9,13
2,6,9,12,20,26,27,29,31,32|1,3,14
