14,16,18,22,23,24,25,26,29,30|3,7,14
4,6,9,11,12,15,18,21,22,32|3,4,12
4,10,13,16,20,22,23,24,26,27|9,11,14
5,7,8,10,11,12,13,14,21,30|5,7,15
5,8,9,15,19,20,25,28,29,32|2,5,15
7,8,9,12,16,19,20,21,26,32|1,2,12
7,8,17,20,21,22,24,27,30,31|6,13,16
3,6,7,12,15,21,22,25,26,31|6,9,15
3,8,10,11,13,14,19,20,25,30|2,8,11
1,7,8,9,13,14,15,23,25,32|7,14,15
2,3,4,7,8,9,10,12,19,33|5,9,15
1,4,8,9,12,15,17,21,31|4,7,15
4,9,11,16,17,25,26,27,29,33|1,3,9
3,5,6,7,8,9,10,24,30,31|1,2,3
2,10,11,17,18,20,22,28,29,33|3,4,8
2,3,8,13,15,18,24,25,28,31|5,9,12
2,7,8,12,17,18,19,22,25,28|9,13,15
4,5,8,9,10,16,17,22,29,30|3,4,14
8,11,12,15,22,25,26,27,32,33|9,12,14
3,9,10,13,18,20,21,22,24,25|3,6,9
