01,11,16,22,24,29|05
01,08,22,25,29,30|12
01,06,07,26,29,31|15
01,06,14,16,23,28|11
01,05,06,17,25,30|03
01,05,06,23,29,30|10
01,05,06,24,29,30|14
01,08,20,23,24,28|02
04,08,15,22,23,31|06
05,08,09,17,22,31|07
05,06,17,22,26,30|08
03,09,14,22,26,27|16
03,10,11,22,26,29|09
05,07,21,22,24,25|01
03,08,22,25,26,27|04
05,08,13,22,27,29|13
06,13,17,22,26,28|05
03,05,17,22,24,27|12
04,05,09,17,22,26|15
04,14,15,24,31,33|11
02,09,12,26,28,31|03
03,05,14,18,21,31|10
05,14,16,18,25,31|14
04,09,15,26,31,33|02
06,08,13,15,31,32|06
05,06,21,28,30,31|07
04,11,15,16,26,31|08
07,15,16,20,26,31|16
06,08,15,26,28,31|09
08,16,18,23,29,31|01
05,07,12,18,26,31|04
04,07,17,18,26,31|13
05,06,09,21,31,32|05
03,09,10,28,31,32|12
03,04,06,24,31,32|15
03,05,06,24,26,31|11
02,03,08,25,26,28|03
04,06,07,24,32,33|10
06,13,17,24,32,33|14
05,06,17,28,30,33|02
05,06,16,19,30,33|06
06,11,19,21,28,30|07
03,04,14,15,21,28|08
03,05,14,17,25,28|16
05,06,13,16,29,30|09
05,13,16,18,21,30|01
04,11,15,17,26,28|04
06,11,16,23,24,32|13
03,06,10,13,28,29|05
06,08,13,25,28,32|12
09,16,19,20,21,30|15
05,06,08,16,23,30|11
07,12,17,23,25,28|03
03,09,10,17,23,32|10
03,10,17,25,26,27|14
03,10,19,21,27,32|02
03,08,10,15,29,32|06
03,05,09,16,27,32|07
04,08,10,15,23,26|08
06,10,15,17,20,26|16
03,10,16,17,20,27|09
