6,9,11,12,15,18,25,28,29,31|5,6,8
4,6,8,13,18,19,21,23,28,32|10,12,14
7,10,11,19,21,23,25,26,32,33|4,7,9
1,4,5,7,11,12,23,27,28,33|8,11,15
2,4,6,10,12,18,19,20,23,26|2,6,8
1,2,3,12,14,15,16,18,26,31|12,14,15
4,6,7,10,19,20,21,29,31,33|2,7,15
1,2,5,8,12,17,24,25,27,30|3,7,13
2,5,6,10,11,12,19,24,25,29|2,10,16
1,3,6,7,9,10,14,17,25,31|2,6,7
2,4,6,7,12,13,16,17,20,24|3,4,14
4,5,11,17,19,21,28,29,31,32|3,12,16
3,11,15,19,23,24,28,31,32,33|4,7,12
6,12,15,19,22,23,26,28,30,31|5,6,11
5,8,11,12,20,21,24,27,28,30|3,4,9
2,6,8,14,15,17,20,21,23,29|8,9,13
6,12,20,21,24,26,28,29,30,32|3,7,9
4,6,7,11,19,20,21,23,29,33|5,7,14
7,8,10,12,16,22,23,31,32,33|3,12,14
7,9,11,13,19,20,22,24,27,28|4,12,16
