4,10,12,13,16,17,18,23,26,28|3,9,15
3,5,6,7,13,16,23,25,28,31|6,13,15
3,7,13,15,17,20,21,23,24,25|3,5,11
4,8,17,21,23,24,27,29,31,33|6,13,14
4,8,9,11,17,21,24,30,31,32|4,5,14
3,8,15,18,22,23,24,29,30,31|1,4,15
3,8,15,18,22,23,24,29,30,31|1,4,15
1,3,9,10,11,12,16,18,28,31|5,10,15
4,5,7,10,11,13,17,22,24,26|3,9,15
3,6,7,8,9,20,25,26,32,33|6,9,14
5,9,10,12,13,16,18,22,25,29|3,5,9
8,10,11,13,17,23,27,28,31,33|6,8,10
4,5,6,8,10,11,12,16,19,26|7,8,13
2,4,5,9,11,13,19,29,31,32|3,15,16
3,8,10,20,21,22,23,27,31,33|1,3,5
2,5,6,7,9,20,22,23,27,28|1,3,7
2,7,8,11,19,21,23,24,26,30|4,9,15
1,3,5,9,10,12,14,15,27,31|8,9,12
4,7,8,12,13,16,24,26,27,31|7,8,15
1,2,4,8,14,19,22,25,26,32|3,5,9
