4,7,11,14,15,17,20,25,26,30|3,7,9
3,4,5,7,14,16,17,27,29,31|10,11,12
7,10,11,14,17,22,23,25,26,31|2,8,9
2,4,7,8,9,16,19,21,26,27|3,7,8
5,6,9,14,18,21,23,25,28,31|1,9,15
1,4,7,18,24,25,26,30,32,33|2,8,11
2,7,9,12,14,20,23,24,26,29|6,9,12
2,6,11,12,14,19,21,22,24,32|6,9,11
1,4,6,11,16,19,20,21,28,29|1,9,16
3,5,10,12,13,14,24,26,28,29|1,3,15
4,5,18,19,24,26,28,30,32,33|1,6,14
2,5,6,11,14,15,16,20,23,29|8,12,15
1,4,8,10,16,20,24,25,30,32|2,11,15
3,5,6,8,10,13,16,24,26,32|1,6,14
2,3,4,12,22,24,27,28,30,31|3,4,9
3,7,11,13,15,17,18,29,31,32|4,13,15
2,7,9,13,17,19,21,29,31,32|6,7,8
2,3,7,12,13,17,19,25,26,27|9,10,11
5,6,10,16,18,19,24,27,30,32|11,12,15
6,9,11,13,15,17,19,21,31,32|13,14,15
4,6,7,18,20,23,24,25,27,32|3,5,14
