2,3,5,13,14,18,22,23,29,33|2,11,15
1,4,6,10,12,19,24,31,32,33|2,5,6
4,11,12,23,24,25,26,31,32,33|6,12,15
1,2,5,10,11,12,21,27,28,29|1,10,11
3,6,10,13,15,17,19,23,24,30|1,3,4
7,8,10,15,16,19,22,25,28,30|6,9,13
1,3,5,9,13,15,18,19,23,27|3,6,10
6,7,8,10,11,17,21,22,23,31|2,12,14
4,5,9,13,14,19,25,26,28,31|4,5,12
4,9,10,13,14,18,21,22,24,25|10,11,16
1,5,10,12,13,19,25,29,31,33|5,11,16
3,4,10,12,13,15,17,18,21,22|3,7,8
1,4,6,10,12,13,15,19,24,33|2,5,6
6,13,20,22,23,26,28,30,32,33|1,3,5
1,7,9,10,12,17,22,24,26,33|4,5,8
5,7,9,10,11,18,23,24,28,32|3,9,11
2,6,8,12,13,14,15,16,23,32|2,6,7
2,3,4,9,11,15,17,18,22,25|3,4,9
1,8,10,15,17,20,22,27,28,32|2,3,16
3,4,10,12,13,14,17,18,21,22|3,7,8
