04,05,06,14,21,30|03
04,11,19,20,21,25|06
04,06,11,21,23,26|11
04,09,21,22,27,29|15
04,09,19,21,24,32|09
05,09,10,21,25,32|08
05,14,19,21,25,32|02
05,09,14,20,21,31|01
05,14,16,18,21,27|16
07,12,17,21,23,30|10
06,07,08,21,23,30|14
07,15,20,21,25,28|13
08,15,19,21,30,31|12
08,10,15,19,21,30|04
07,14,18,21,23,29|05
03,08,18,19,21,26|07
03,06,14,19,21,26|03
06,11,12,19,21,26|06
03,06,19,21,26,28|11
09,10,21,22,26,29|15
06,07,11,21,22,29|09
03,09,10,21,29,32|08
07,10,16,20,21,29|02
03,13,21,22,28,29|01
06,10,19,21,32,33|16
04,05,16,20,25,27|10
04,05,12,25,26,31|14
04,05,17,24,26,27|13
04,05,06,12,31,33|12
04,05,19,26,27,32|04
04,05,14,24,26,33|05
04,05,09,20,26,27|07
04,06,13,17,22,27|03
01,04,15,17,27,30|06
04,07,18,20,25,29|11
02,04,15,22,26,27|15
04,14,15,19,23,26|09
03,04,07,15,23,32|08
04,13,15,19,24,32|02
04,07,14,15,26,29|01
04,12,13,18,31,32|16
02,05,16,24,25,32|10
05,12,17,18,31,33|14
05,06,10,17,26,27|13
05,06,07,12,25,31|12
01,05,09,12,29,30|04
02,03,17,18,22,30|05
05,06,13,22,29,33|07
05,06,13,14,18,27|03
05,06,13,16,24,31|06
07,12,15,17,30,31|11
01,06,17,20,28,30|15
07,12,17,19,24,30|09
01,06,17,26,29,31|08
07,14,15,17,23,30|02
02,07,15,25,26,28|01
02,11,18,19,25,30|16
02,07,18,25,26,30|10
01,06,09,23,30,31|14
06,07,11,16,23,30|13
06,07,20,25,28,29|12
06,07,11,12,23,33|04
03,08,15,26,31,32|05
01,07,18,19,29,30|07
06,10,11,12,29,32|03
03,13,16,28,29,32|06
03,09,13,28,31,32|11
03,11,16,18,27,29|15
01,09,11,12,28,31|09
01,09,18,20,22,31|08
07,12,15,24,26,31|02
03,07,15,16,31,32|01
